author,label,party,state,PEC135,ideology_2021,mean_page_followers,louvain_community,degree,strength,total_posts,total_image_posts,total_video_posts,total_text_posts,total_engagement,mean_engagement,Q1,Q2,Q3,is_wolf
pauloazi,Paulo Azi,DEM,BA,0,0.431,25386.33565217391,2,7,2.422773545327898,575,515,41,19,69348,120.60521739130435,0,0,0,0
luizaogoulartpr,Luizão Goulart,SOLIDARIEDADE,PR,0,0.19,50151.21005385996,2,4,2.385978805919122,2228,1499,462,267,950080,426.427289048474,8,1,0,0
flaviaperes.df,Flávia Arruda,PL,DF,0,0.493,29664.807247494216,2,9,2.2686894104190136,1298,802,478,18,388475,299.2873651771957,1,0,0,0
lucasvergiliogo,Lucas Vergilio,SOLIDARIEDADE,GO,0,0.19,39087.84409799555,2,6,2.189564151338904,449,374,45,30,25644,57.11358574610245,1,0,0,0
fernandomonteirope,Fernando Monteiro,PP,PE,0,0.51,22416.122302158274,2,7,2.1548295256073944,834,625,196,13,55621,66.69184652278177,1,0,0,0
geovaniadesaa,Geovania de Sá,PSDB,SC,1,0.157,70264.39038262668,2,8,2.134733139847234,1934,1639,231,64,464964,240.41571871768355,3,1,0,0
deputadoJesusSergio12,Deputado Jesus Sérgio,PDT,AC,1,-0.356,7927.5503617139675,2,4,2.024857797324632,1797,1354,316,127,98439,54.779632721202006,1,0,0,0
emidinhomadeira,Emidinho Madeira,PL,MG,1,0.493,30297.95563770795,2,12,1.917652888883926,2708,1843,841,24,645930,238.52658788774002,3,1,0,0
RobertoPessoaOficial,Roberto Pessoa,PSDB,SP,0,0.157,33281.32554257095,2,6,1.8835708175535102,1797,1339,387,71,298344,166.02337228714524,1,0,0,0
leurlomantojr,Leur Lomanto Junior,DEM,BA,1,0.431,24322.940163934425,2,5,1.8570379041852167,1221,1087,124,10,72361,59.26371826371826,4,2,0,0
WalterAlves1511,Walter Pereira Alves,MDB,RN,0,0.137,21833.56046383214,2,6,1.742982458437859,1813,1467,269,77,252974,139.53337010479868,4,0,0,0
depafonsohamm,Afonso Hamm,PP,RS,0,0.51,73750.66348973606,2,2,1.6673955146276418,1364,998,243,123,534088,391.5601173020528,0,0,0,0
depfederaltiagodimas,Tiago Dimas,PODEMOS,TO,1,NA,9122.394152046783,2,3,1.650065345294115,855,526,230,99,51587,60.33567251461988,0,0,0,0
AecioNevesOficial,Aécio Neves,PSDB,MG,0,0.157,3634513.5134099615,2,9,1.6260121587911,261,141,43,77,272330,1043.4099616858236,0,0,0,0
DrMauroNazif,Dr Mauro Nazif,PSB,RR,1,-0.427,18490.414820473645,2,5,1.5959014640414222,1311,829,463,19,249525,190.33180778032036,0,0,0,0
charlles.evangelista,Charlles Evangelista,PP,MG,1,0.51,118955.58155688623,2,4,1.5507004179906623,4175,2576,1192,407,3574131,856.0792814371257,11,2,0,0
elmarnascimento,Elmar Nascimento,DEM,BA,0,0.431,27904.02566037736,2,5,1.4397337130561514,1325,1103,179,43,98060,74.00754716981132,1,0,0,0
fernandogiacobo,Fernando Giacobo,PL,PR,0,0.493,38144.5,2,2,1.4141702291455291,1726,1444,249,33,190456,110.34530706836617,10,2,0,0
DomingosNetoCeara,Domingos Neto,PSD,CE,0,0.296,48191.71205007825,2,5,1.4098628623446514,1917,1452,447,18,405392,211.47209181012,2,0,0,0
marcelonilodep,Deputado Marcelo Nilo,REPUBLICANOS,BA,0,0.55,87229.11457708458,2,8,1.3795537512135982,1667,1190,476,1,109798,65.86562687462508,3,0,0,0
depchiquinhobrazao,Dep Chiquinho Brazão,AVANTE,RJ,0,0.455,60966.56378344742,2,6,1.2771240495198117,1607,1280,256,71,388174,241.5519601742377,4,0,0,0
dep.jessicasales,Jéssica Sales,MDB,AC,1,0.137,19136.708069620254,2,3,1.2564952509373648,1461,1120,316,25,358429,245.33127994524298,1,1,0,0
HerculanoPassos,Herculano Passos,REPUBLICANOS,SP,0,0.55,128873.43426724138,2,5,1.1550298000469774,929,692,200,37,258702,278.4736275565124,3,0,0,0
albuquerque.aj,AJ Albuquerque,PP,CE,0,0.51,18485.16987179487,2,3,1.0489619662476035,312,255,56,1,57963,185.77884615384616,1,0,0,0
aluisiomendesma,Aluisio Mendes,REPUBLICANOS,MA,1,0.55,14614.202089337175,2,4,1.0362270463958005,2776,2392,380,4,159885,57.595461095100866,8,5,0,0
soumararocha,Mara Rocha,MDB,AC,1,0.137,15666.398773006134,2,2,1.0053514930039462,1956,1252,399,305,541430,276.80470347648264,17,8,4,0
PastorStefanoAguiar,Stefano Aguiar,PSD,MG,1,0.296,53073.606837606836,2,2,0.9821834134156939,702,537,163,2,58592,83.46438746438747,4,3,0,0
profdorinha,Professora Dorinha,DEM,TO,0,0.431,21798.420664206642,2,3,0.9718928872078099,2168,1435,674,59,105040,48.450184501845015,5,0,0,0
RicardoBarrosOficial,Ricardo Barros,PP,PR,1,0.51,64725.634204275535,2,2,0.9006132589295406,2526,2111,357,58,1065705,421.89429928741094,5,1,0,0
dravandamilani.ac,Vanda Milani,PROS,AC,1,0.19,0,2,3,0.8895139436646455,102,52,19,31,9661,94.7156862745098,0,0,0,0
marcosaureliosampaio,Marcos Aurélio Sampaio,PSDB,PI,0,0.157,10481.612162162162,2,2,0.870197254834528,740,695,45,0,41372,55.90810810810811,0,0,0,0
olivalmarquesoficial,Deputado Olival Marques,MDB,PA,1,0.137,24105.738181818182,2,2,0.8322215928682124,825,731,93,1,115098,139.51272727272726,1,1,0,0
alexandreserfiotis,Alexandre Serfiotis,PSD,RJ,0,0.296,93855.46998180715,2,3,0.7768146750252524,1764,1258,484,22,755817,428.46768707482994,0,0,0,0
pedrobezerradep,Pedro Bezerra,PDT,CE,0,-0.356,16170.937803692907,2,4,0.6928419709810058,1029,785,165,79,63500,61.71039844509232,0,0,0,0
pedrocloficial,Pedro Cunha Lima,PSDB,PB,0,0.157,93145.51174289246,2,4,0.6366976346118943,809,471,324,14,440434,544.4177997527812,1,0,0,0
julianlemospb,Julian Lemos,PSL,PB,1,0.803,51589.53303964758,2,1,0.6249961439169678,1589,801,532,256,226788,142.72372561359344,1,1,0,0
DraMarinaPeloPiaui,Dra Marina,REPUBLICANOS,PI,1,0.55,11888.034074074074,2,2,0.6079452041340192,675,594,66,15,63356,93.86074074074074,1,0,0,0
gustinhoribeiro,Gustinho Ribeiro,REPUBLICANOS,SE,0,0.55,15836.490765171504,2,2,0.5491715967946502,379,336,43,0,18111,47.78627968337731,1,0,0,0
fabioreispsd,Fábio Reis,PSD,SE,1,0.296,24048.26962457338,2,2,0.5458423465576389,587,472,84,31,76968,131.12095400340715,0,0,0,0
alcidesrodriguesoficial,Alcides Rodrigues,PATRIOTA,GO,0,0.455,4647.891265597148,2,2,0.5338132175348703,617,510,107,0,102390,165.9481361426256,2,0,0,0
DepMauricioRS,Deputado Maurício Dziedricki,PODEMOS,RS,1,NA,35845.22833562586,2,3,0.5225020915116187,1454,1104,239,111,388237,267.0130674002751,1,1,0,0
ricardozguidi,Ricardo Guidi,PSD,SC,1,0.296,32661.474860335195,2,3,0.5188121114099831,895,797,68,30,258716,289.068156424581,0,0,0,0
deputadoguilhermemussi,Guilherme Mussi,PP,SP,0,0.51,153649.5283911672,2,2,0.5111823903048505,634,596,37,1,118217,186.4621451104101,0,0,0,0
andrefufuca,André Fufuca,PP,MA,0,0.51,28055.034229828852,2,1,0.46864688308456354,409,332,64,13,31503,77.02444987775061,1,0,0,0
edmilsonpsol,Edmilson Rodrigues,PSOL,PA,0,-0.874,119767.92358119498,2,2,0.44786944724836686,5339,2693,1437,1209,4692326,878.8773178497846,4,0,0,0
depalexsantana,Pastor Alex Santana,REPUBLICANOS,BA,1,0.55,3825.9151624548736,2,2,0.43927011293279983,1164,946,218,0,54184,46.549828178694156,3,3,1,0
deputadojoaomarcelo,Deputado João Marcelo,MDB,MA,0,0.137,12109.727272727272,2,1,0.38323593315623783,836,659,174,3,39502,47.251196172248804,3,0,0,0
depluizantonio,Luiz Antônio Corrêa,PP,RJ,0,0.51,45375.93088857546,2,1,0.38188617744168524,1418,1062,286,70,445376,314.08744710860367,0,0,0,0
senadorlaerciooliveira,Laércio Oliveira,PP,SE,1,0.51,100479.80924287118,2,1,0.3497212038593309,3053,2479,400,174,229283,75.10088437602359,5,5,0,0
depmarrecafilho,Marreca Filho,PATRIOTA,MA,0,0.455,845.2307692307693,2,1,0.3138191955699566,364,335,28,1,10084,27.703296703296704,0,0,0,0
severinolpessoaal,Severino Pessoa,MDB,AL,1,0.137,5773.389078498293,2,1,0.3099563621729338,293,272,21,0,7240,24.7098976109215,3,0,0,0
heitorschuchoficial,Heitor Schuch,PSB,RS,1,-0.427,36203.58265139116,2,1,0.30173272232694986,1222,676,365,181,288135,235.78968903436987,7,0,0,0
frangaofederal,Hermes Frangão Parcianello,MDB,PR,0,0.137,23455.215158924206,2,1,0.23608899268158276,427,210,213,4,33569,78.61592505854802,2,0,0,0
depwellingtonroberto,Wellington Roberto,PL,PB,0,0.493,13666.881305637982,2,1,0.22075316612992402,337,271,33,33,21823,64.7566765578635,0,0,0,0
leonidascristinooficial,Leônidas Cristino,PDT,CE,0,-0.356,19522.655699721963,2,1,0.20814026135038954,2158,1862,262,34,235195,108.98748841519925,8,2,0,0
depandreabdon,André Abdon,PP,AM,0,0.51,9592.724184782608,2,1,0.17075043630216205,1472,982,479,11,181446,123.2649456521739,2,0,0,0
juniormanodep,Junior Mano,PL,CE,0,0.493,18360.370280146162,2,1,0.16920850086309405,821,723,79,19,187740,228.6723507917174,0,0,0,0
amigoneyleprevost,Ney Leprevost,PSD,PR,0,0.296,152026.19568231332,2,1,0.16470507900719722,5049,4098,772,179,1440079,285.2206377500495,11,1,0,0
hugolealdeputadofederal,Hugo Leal,PSD,RJ,1,0.296,58730.93871151653,2,1,0.1567355143245479,3508,2786,500,222,420503,119.86972633979475,6,0,0,0
deputadosergiotoledo,Sérgio Toledo,PV,AL,0,-0.069,13260.918079096045,2,1,0.15454584106840222,354,328,24,2,15690,44.32203389830509,0,0,0,0
depdimasfabiano.toledo,Deputado Federal Dimas Fabiano,PP,MG,1,0.51,48657.342264914056,2,1,0.1527371382922915,1978,1615,358,5,427763,216.26036400404448,2,1,0,0
joicehasselmann,Joice Hasselmann,PSDB,SP,0,0.157,2228949.940644654,3,265,102.58635101230522,7632,4270,3298,64,63004700,8255.33280922432,28,10,1,0
josemedeirosMT,José Medeiros,PL,MT,1,0.493,384229.8665042631,3,182,78.53693484674808,8210,4658,3392,160,45963873,5598.522898903776,114,86,3,1
DeputadoCarlosSampaio,Carlos Sampaio,PSDB,SP,0,0.157,246909.91923076924,3,209,71.36864869654005,1040,897,143,0,2758339,2652.2490384615385,4,1,0,0
drasorayamanato,Dra. Soraya Manato,PTB,ES,1,0.455,46556.31177347243,3,183,70.22836554058092,3424,2733,678,13,3233211,944.2789135514018,58,43,2,1
biakicisoficial,Bia Kicis,PL,DF,1,0.493,1058236.5629642576,3,156,70.00081313168724,11444,5877,5549,18,209605533,18315.757864383082,381,277,18,1
oficialluizlima,Luiz Lima,PL,RJ,1,0.493,116339.08145580589,3,157,64.34604709287349,3462,1427,1994,41,14444811,4172.389081455806,34,28,2,1
ZambelliOficial,Carla Zambelli,PL,SP,1,0.493,1963212.0184439973,3,145,59.67987954775565,14910,7781,6949,180,521676762,34988.38108651911,237,180,12,1
depdanielfreitas,Daniel Freitas,PL,SC,1,0.493,32015.827675118177,3,165,57.344681464361244,2328,1849,462,17,1534956,659.3453608247422,36,25,1,1
coroneltadeu,Coronel Tadeu,PL,SP,1,0.493,581924.15744400525,3,167,57.21511163299446,1518,640,868,10,4064429,2677.489459815547,14,9,0,0
joseneltooficial,José Nelto,PP,GO,0,0.51,31751.08274417387,3,189,53.27832910458546,3819,2585,1225,9,279276,73.12804399057345,31,13,2,0
luismirandausa,Luis Miranda USA,REPUBLICANOS,DF,0,0.55,3011045.2720848056,3,182,52.879711128122715,1132,530,583,19,5731520,5063.180212014135,4,3,0,0
PauloEduardoOficial,Paulo Eduardo Martins,PL,PR,1,0.493,620933.0195698166,3,141,51.86543662479414,11345,8491,2126,728,83664527,7374.572675187307,107,49,7,1
marceloramosam,Marcelo Ramos,PSD,AM,0,0.296,81512.35549431623,3,175,51.440613952207535,2903,1450,1407,46,854627,294.39441956596625,8,4,0,0
filipebarrosoficial,Filipe Barros,PL,PR,1,0.493,938789.1885778909,3,110,51.36620532046711,14148,8977,4635,536,183574471,12975.29481198756,521,303,14,1
onelsonbarbudo,Nelson Barbudo,PL,MT,1,0.493,266720.7905597111,3,102,51.01485570264976,3877,1980,1814,83,18853043,4862.791591436678,66,50,2,1
rodrigocoelhooficial,Rodrigo Coelho,PODEMOS,SC,1,NA,60690.166425470336,3,146,50.11096422221338,1382,1045,265,72,275905,199.64182344428366,12,8,1,0
RodrigoMaiaRJ,Rodrigo Maia,PSDB,RJ,0,0.157,203158.35889570552,3,142,50.01428352805432,978,576,282,120,4511148,4612.625766871166,10,8,0,0
carlosjordyoficial,Carlos Jordy,PL,RJ,1,0.493,466354.8322629077,3,119,49.732354394293026,11989,6952,4889,148,134509173,11219.382183668364,198,142,11,1
coronel.armando,Coronel Armando,PL,SC,1,0.493,41851.04291390729,3,94,48.14056120272537,3776,2797,958,21,1734478,459.3426906779661,99,83,14,1
tabataamaralSP,Tabata Amaral,PSB,SP,0,-0.427,518752.12131979695,3,141,46.85896181297087,3941,2037,1111,793,10142037,2573.4679015478305,19,12,1,0
alinesleutjes,Aline Sleutjes,PROS,PR,1,0.19,153191.93106119288,3,163,46.57761455549785,3873,2218,1628,27,8622537,2226.3199070487995,31,24,0,1
ViniciusPoit,Vinicius Poit,NOVO,SP,0,0.711,404480.01725163596,3,192,46.23070049333314,3362,2827,427,108,4513035,1342.3661511005355,10,3,0,0
bolsonaro.enb,Eduardo Bolsonaro,PL,SP,1,0.493,2865509.2691746866,3,113,43.898152247425664,7042,3727,3160,155,174553383,24787.472735018462,92,69,11,1
alexandrefrotaoficial77,Alexandre Frota,PROS,SP,0,0.19,49377.89646522235,3,130,43.0365437616391,4518,2577,1596,345,3814150,844.2120407259849,14,12,3,0
carolinerdetoni,Carol De Toni,PL,SC,1,0.493,196279.14084033613,3,93,41.37139111101783,2975,1876,1075,24,27510615,9247.265546218487,97,65,5,1
DepCoronelChrisostomo,Deputado Coronel Chrisóstomo,PL,RO,1,0.493,29461.930883957804,3,125,40.31030926057056,2815,1752,1051,12,1635403,580.9602131438721,40,32,1,1
capitaoalbertoneto,Capitão Alberto Neto,PL,AM,1,0.493,1190570.1326195272,3,137,39.83939230599283,9433,4690,4240,503,36358068,3854.348351531856,44,37,3,1
SargentoFahur10,Sargento Fahur,PSD,PR,1,0.296,4386390.171904762,3,137,39.29465189426409,4201,1954,1975,272,69361732,16510.76696024756,7,5,0,0
alexmanente,Alex Manente,CIDADANIA,SP,0,-0.014,183483.3979143798,3,112,38.868975723449964,3644,2302,375,967,5590271,1534.1029088913283,10,4,0,0
OtoniDeputadoFederal,Otoni de Paula,MDB,RJ,1,0.137,686709.1237797735,3,109,37.92758510847454,5122,2688,2239,195,46061164,8992.8082780164,37,29,2,1
enricogmisasi,Enrico Misasi,MDB,SP,1,0.137,105091.16838760921,3,165,37.191391765496874,1259,884,353,22,370990,294.6703733121525,5,0,0,0
oficialigortimo,Igor Timo,PODEMOS,MG,0,NA,62395.34956759217,3,135,36.78160642126963,2197,1267,786,144,867103,394.6759217114247,7,2,0,0
marceloalvaroantonio,Marcelo Álvaro Antônio,PL,MG,0,0.493,69128.5285198556,3,107,36.409641481481415,1385,983,395,7,746414,538.9270758122743,22,18,4,0
generalgirao,General Girão Monteiro,PL,RN,1,0.493,41696.24469881779,3,86,36.048069398878134,5329,3945,1343,41,6411715,1203.1741414899607,91,74,4,1
LeoMoraes.19,Leo Moraes,PODEMOS,RO,1,NA,92092.98869475847,3,132,35.26538236464952,1946,1288,453,205,2217355,1139.4424460431655,3,2,0,0
alexisfonteyne30,Alexis Fonteyne,NOVO,SP,1,0.711,212788.15137908916,3,116,34.34494621682817,3120,1950,1011,159,1181494,378.68397435897435,10,7,0,0
cabojunioamaral,Cabo Junio Amaral,PL,MG,1,0.493,370886.35076252726,3,95,32.76826851222197,2295,769,1499,27,8783100,3827.0588235294117,25,19,0,1
majorfabiana,Major Fabiana,PL,RJ,1,0.493,37909.54369869628,3,118,32.188685761759935,2071,1747,311,13,2008426,969.785610816031,19,13,0,1
marcelvh,Marcel van Hattem,NOVO,RS,1,0.711,645061.6778255529,3,83,31.68313815486701,3256,1301,1702,253,25968068,7975.45085995086,42,27,1,1
depfelipefrancischini,Felipe Francischini,PSL,PR,1,0.803,143062.56363636363,3,76,29.48684823783262,551,381,161,9,1388262,2519.531760435572,5,3,0,0
AleSilvaOficial,Alê Silva,REPUBLICANOS,MG,1,0.55,223806.08529839883,3,57,26.072756365642356,6871,4781,1903,187,24524121,3569.221510697133,124,91,5,1
EduardoCuryOficial,Eduardo Cury,PSDB,SP,0,0.157,136467.9080310881,3,110,25.350490238696096,1545,1033,471,41,397511,257.28867313915856,2,0,0,0
dep.lucena,Roberto de Lucena,REPUBLICANOS,SP,0,0.55,246764.09362092704,3,106,25.254380083409213,2179,1669,365,145,1214269,557.259752179899,5,5,0,0
bibonunes,Bibo Nunes,PL,RS,1,0.493,340127.1152815013,3,66,22.605663431133607,5968,2953,2408,607,41339664,6926.887399463807,83,69,3,1
depheliolopes,Helio Lopes,PSL,RJ,1,0.803,341306.90554139274,3,83,22.381317222964995,7453,4017,3316,120,30920641,4148.750972762646,20,16,1,1
PoliticoEliasVaz,Elias Vaz,PSB,GO,0,-0.427,65979.33170014698,3,92,21.166911384631963,4253,2401,988,864,1948350,458.11192099694335,10,7,1,0
professoradayanepimentel,Professora Dayane Pimentel,PSL,BA,0,0.803,226426.78101178101,3,78,20.61062848829311,1444,1178,250,16,1338155,926.7001385041551,1,1,0,0
deputadopeninha,Rogério Peninha Mendonça,MDB,SC,1,0.137,636377.7756202805,3,57,19.953123225669565,2781,1182,918,681,5154793,1853.5753326141676,5,3,0,0
samuelmoreiraregistro,Samuel Moreira,PSDB,SP,0,0.157,123326.54439403758,3,98,19.851412590655286,1543,1191,282,70,371351,240.66817887232665,3,0,0,0
sostenescavalcante,Sóstenes Cavalcante,PL,RJ,1,0.493,186217.98188803514,3,60,19.432514508184642,3644,1929,1563,152,5804815,1592.978869374314,23,17,2,1
TiagoMitraud,Tiago Mitraud,NOVO,MG,0,0.711,72861.08365384616,3,67,19.342855358299197,2080,1558,323,199,485094,233.21826923076924,8,4,1,0
renataabreu1919,Renata Abreu,PODEMOS,SP,1,NA,253868.20923076922,3,61,19.293659779145802,5526,3144,749,1633,1986788,359.53456387984073,29,5,0,0
rigonifelipe,Felipe Rigoni,PSL,ES,0,0.803,55537.124202467036,3,62,15.886394972797882,2351,1639,489,223,498755,212.14589536367504,11,0,0,0
fabiofaria.br,Fábio Faria,PSD,RN,0,0.296,67786.10017371165,3,59,14.358479495258269,1727,1323,376,28,710704,411.5251881876086,5,0,0,0
profisrael,Professor Israel,PSB,DF,0,-0.427,56358.22939504669,3,56,13.89637809760171,2463,1673,771,19,478935,194.45188794153472,21,19,4,0
loestertrutisdep,Loester Trutis,PL,MS,1,0.493,73900.66507860886,3,23,12.656080751519244,2100,1472,506,122,1329750,633.2142857142857,17,15,0,1
guilhermederrite,Guilherme Derrite,PL,SP,1,0.493,2472037.0311131957,3,36,12.47270559410746,6396,3392,2496,508,48743346,7620.9108818011255,3,1,0,0
jrbozzella,Júnior Bozzella,PSL,SP,0,0.803,24333.038838920686,3,51,12.222620572386152,2609,2047,531,31,456251,174.8758144883097,2,2,0,0
PastorMarcoFeliciano,Marco Feliciano,PL,SP,1,0.493,4351455.301415275,3,20,10.951767414699264,7844,3756,1710,2378,65018751,8288.97896481387,46,37,4,1
ChrisTonietto,Chris Tonietto,PL,RJ,1,0.493,36915.9849190095,3,45,9.892014845695165,5371,4339,963,69,2951649,549.5529696518339,21,17,0,1
DeputadoOsmarTerra,Osmar Terra,MDB,RS,1,0.137,112163.15721231766,3,41,9.71113763263849,617,322,267,28,1427056,2312.8946515397083,3,2,0,0
Dr.JazielPereira,Dr. Jaziel Pereira,PL,CE,1,0.493,13452.214435146443,3,35,9.529764981134203,956,651,296,9,227961,238.45292887029288,9,8,0,0
RodrigoAgostinhoOficial,Rodrigo Agostinho,PSB,SP,0,-0.427,118671.83882270497,3,40,9.0894994378255891,1427,927,426,74,455548,319.23475823405744,2,1,0,0
capitaoaugustooficial,Capitão Augusto,PL,SP,1,0.493,463914.4935511608,3,26,8.324358102589109,8141,5014,2340,787,23921792,2938.4340990050364,21,8,0,0
pauloganime,Paulo Ganime,NOVO,RJ,1,0.711,68986.40921052631,3,20,8.251852048772674,3040,1730,810,500,1034668,340.3513157894737,19,9,0,0
flordelisCantora,Flordelis,PSD,RJ,0,0.296,529605.6149466193,3,35,8.009452295630094,1405,702,675,28,5830510,4149.8291814946615,0,0,0,0
joaocarlosgurgel,Carlos Gurgel,PL,RJ,1,0.493,232158.95544382802,3,20,7.801475666198667,5769,3450,2272,47,11727314,2032.8157392962385,34,20,1,1
leomottafederal,Deputado Federal Leo Motta,REPUBLICANOS,MG,1,0.55,64350.968181818185,3,33,7.5453878657616915,1320,827,483,10,2573712,1949.7818181818182,5,2,0,0
paulabelmonteoficial,Paula Belmonte,CIDADANIA,DF,1,-0.014,247981.11078042327,3,21,7.239977830498985,3024,1269,1331,424,5785110,1913.0654761904761,9,6,0,0
DeputadoVitorHugo,Major Vitor Hugo,PL,GO,1,0.493,52589.66487556561,3,25,6.9986478606369396,7072,5042,2012,18,4163665,588.7535350678733,87,70,2,1
deputadojoaocampos,João Campos,PSB,PE,1,-0.427,53036.17469492614,3,20,6.541683010331587,3114,2146,679,289,577588,185.4810533076429,31,18,1,1
Depdarcidematos,Darci de Matos,PSD,SC,1,0.296,66930.93887530563,3,34,6.285216990833748,1227,821,378,28,202969,165.4189079054605,7,6,0,0
AngelaAmin11,Angela Amin,PP,SC,0,0.51,37137.98905608755,3,29,5.521460503569708,1462,1148,227,87,457085,312.6436388508892,7,5,0,0
gilson.marques.novo,Gilson Marques,NOVO,SC,1,0.711,47761.84343090538,3,13,5.231512597825967,1469,853,564,52,776425,528.5398230088496,6,3,1,0
arthur.oliveiramaia,Arthur Oliveira Maia,DEM,BA,0,0.431,119537.34532374101,3,26,5.151557066246685,1251,831,383,37,236436,188.99760191846522,6,1,0,0
lpbragancabr,Luiz Philippe de Orleans e Bragança,PL,RJ,1,0.493,602816.6739384496,3,17,5.0549232399935935,2569,1163,809,597,20350758,7921.66523939276,52,31,3,1
deputadosanderson,Deputado Sanderson,PL,RS,1,0.493,42745.42408145197,3,17,5.005444571844675,4518,3780,654,84,1840318,407.33023461708723,39,24,1,1
diegogarciapr,Diego Garcia,REPUBLICANOS,PR,1,0.55,89376.69724473258,3,17,4.898006639320791,6170,4075,1916,179,2677252,433.91442463533224,31,16,2,1
marco.bertaiolli,Marco Bertaiolli,PSD,SP,0,0.296,131883.39158211197,3,26,4.799020878121785,2661,1824,686,151,930965,349.8553175497933,1,0,0,0
adriventurasp,Adriana Ventura,NOVO,SP,0,0.711,113045.56163194444,3,12,4.617468401670429,2304,1570,642,92,508474,220.69184027777777,4,1,0,0
DanielCoelho23,Daniel Coelho,CIDADANIA,PE,0,-0.014,195389.71339563862,3,21,4.454180338961072,642,441,153,48,564929,879.9517133956386,2,1,0,0
deputadopastoreurico,Deputado Federal Pastor Eurico,PL,PE,1,0.493,56610.07530120482,3,12,4.028075639878741,664,141,480,43,190795,287.3418674698795,1,1,0,0
herciliocoelhodinizoficial,Hercílio Coelho Diniz,MDB,MG,1,0.137,62159.45777777778,3,15,3.6045716235158696,1350,1096,252,2,194966,144.41925925925926,3,1,0,0
leitesidney,Sidney Leite,PSD,AM,0,0.296,64618.37876106195,3,8,2.7559246126720165,1695,1000,670,25,883973,521.517994100295,4,1,0,0
joaquimpassarinhooficial,Joaquim Passarinho,PL,PS,1,0.493,27030.584980237156,3,11,2.6894635016189374,1518,962,475,81,286562,188.7760210803689,7,3,0,0
joaobacelaroficial,João Bacelar,PL,BA,0,0.493,19926.52095808383,3,4,2.446785315007233,167,125,17,25,3978,23.820359281437124,0,0,0,0
lucasvgonzalez,Lucas Gonzalez 3022,NOVO,MG,1,0.711,49386.54271356784,3,7,2.3791282074381144,597,447,96,54,53895,90.27638190954774,1,0,0,0
edermauropa,Delegado Éder Mauro,PL,PA,1,0.493,158582.50420168068,3,13,2.161707067442958,3245,1481,1544,220,12089993,3725.7297380585514,18,15,0,1
deputadofabioramalho4311,Fábio Ramalho,MDB,MG,0,0.137,51192.94242068155,3,8,2.1081731272757445,851,611,212,28,66596,78.25616921269095,3,0,0,0
deputadolincolnportela,Deputado Federal Lincoln Portela,PL,MG,1,0.493,118616.3469387755,3,6,2.006394387451742,539,360,174,5,2369108,4395.376623376624,10,7,0,0
AndreJanones,André Janones,AVANTE,MG,0,0.455,6117545.9295049505,3,6,1.8840171142985211,2525,1380,598,547,272698562,107999.4304950495,12,6,0,0
wilsonsantiagopb,Wilson Santiago,REPUBLICANOS,PB,0,0.55,17626.423076923078,3,4,1.679510624507126,52,43,7,2,2232,42.92307692307692,0,0,0,0
flavianomelooficial,Flaviano Melo,MDB,AC,0,0.137,11361.454411764706,3,3,1.2294789559397055,680,553,110,17,54929,80.77794117647059,1,0,0,0
generalpeternelli,General Peternelli,PSL,SP,1,0.803,119394.7598623246,3,3,1.1378811147432986,3777,2245,1289,243,2242464,593.7156473391581,2,0,0,0
evair.vieirademelo,Evair Vieira de Melo,PP,ES,1,0.51,42277.04093680441,3,4,1.1040949815419139,10333,7390,2597,346,1438283,139.19316752153296,15,7,0,0
deputadovermelho,Vermelho Deputado Federal,PL,PR,1,0.493,6418.219330855019,3,4,1.050820080898315,1130,775,195,160,173525,153.56194690265488,6,5,0,0
deputadofederaleduardobarbosa,Eduardo Barbosa,PSDB,MG,0,0.157,46625.35561497326,3,4,0.9356648311639336,1122,900,193,29,89758,79.9982174688057,0,0,0,0
DrFredericoMG,Dr. Frederico,PATRIOTA,MG,1,0.455,52751.94257854821,3,1,0.8373492243839277,923,741,156,26,889707,963.9295774647887,4,4,0,0
deputadogiovanicherini,Giovani Cherini,PL,RS,1,0.493,91676.15587797618,3,3,0.7949916208581129,5376,2745,2436,195,1471306,273.68043154761904,12,4,1,0
