author,label,party,state,PEC135,ideology_2021,mean_page_followers,louvain_community,degree,strength,total_posts,total_image_posts,total_video_posts,total_text_posts,total_engagement,mean_engagement,Q1,Q2,Q3,is_wolf
marianacarvalho.ro,Mariana Carvalho,REPUBLICANOS,RO,1,0.55,78245.4332810047,3,3,0.7663288723963279,3185,2510,527,148,1112218,349.20502354788067,8,2,0,0
TerezaNelmaAL,Tereza Nelma,PSD,AL,0,0.296,19621.780660377357,3,3,0.5289244175673539,848,656,172,20,138950,163.8561320754717,4,0,0,0
hydrorevivellc,Fábio Trad,PSD,MS,0,0.296,46379.61741573034,3,2,0.4731443566867259,1780,1184,537,59,340133,191.08595505617978,3,2,0,0
ValdevanNoventaOficial,Valdevan Noventa,PL,SE,0,0.493,18327.150943396227,3,2,0.3559291177238899,477,407,61,9,79778,167.24947589098534,2,0,0,0
DeputadoNilsonPinto,Nilson Pinto,PSDB,PA,0,0.157,24739.205278592377,3,1,0.3491773552766897,682,624,55,3,34929,51.21554252199414,3,1,0,0
nereucrispim,Deputado Federal Nereu Crispim,PSD,RS,0,0.296,77893.31419343263,3,1,0.3318853539845762,5573,3467,853,1253,992708,178.12811771038938,17,7,0,0
vidigalsergio,Sergio Vidigal,PDT,ES,0,-0.356,56995.77740641711,3,1,0.32823518446167754,1496,1171,286,39,825735,551.961898395722,0,0,0,0
pedrowestphalen11,Pedro Westphalen,PP,RS,0,0.51,44019.150234741785,3,1,0.20861534831175313,1066,771,201,94,321322,301.4277673545966,1,1,0,0
jaquelinecassoloficial,Jaqueline Cassol,PP,RO,1,0.51,30277.394911504423,3,1,0.16871906249209032,1808,1264,352,192,328076,181.4579646017699,8,4,0,0
TulioGadelhaOficial,Túlio Gadêlha,REDE,PE,0,-0.555,135040.58495726495,4,245,140.07122031835135,2925,2308,604,13,6342361,2168.328547008547,24,15,0,0
PauloTeixeira13,Paulo Teixeira,PT,SP,0,-0.691,320681.65429118456,4,183,135.99093171968218,12013,8014,3720,279,24018204,1999.351036377258,64,45,3,0
deputadorogeriocorreia,Rogério Correia,PT,MG,0,-0.691,176962.27036575228,4,195,127.35402930313909,9624,5773,3117,734,24128797,2507.1484829592687,57,47,5,0
ErikaKokay,Erika Kokay,PT,DF,0,-0.691,262715.0705779843,4,164,125.089696011622,6886,4195,2620,71,17318142,2514.978507115887,45,29,0,0
carlosveraspt,Carlos Veras,PT,PE,0,-0.691,25380.853228693377,4,158,124.67619640206252,7263,5386,1601,276,1301903,179.2514112625637,32,19,1,0
guimaraes13pt,José Guimarães,PT,CE,0,-0.691,269172.508130847,4,156,124.37977278480331,16244,10846,4984,414,34935507,2150.671447919232,51,25,4,0
JandiraFeghaliOficial,Jandira Feghali,PCDOB,RJ,0,-0.822,1261203.4856401384,4,174,122.44012410131337,11560,6755,3776,1029,95690483,8277.723442906574,60,32,3,0
wolneyqueirozpe,Wolney Queiroz,PDT,PE,0,-0.356,35548.765064836,4,209,121.15105855069619,1311,836,444,31,479381,365.6605644546148,9,3,0,0
DeputadaMariaDoRosario,Maria do Rosário,PT,SP,0,-0.691,411369.44717391307,4,134,119.70229429417648,9201,3902,3086,2213,17682686,1921.8221932398653,32,15,0,0
depjorgesolla,Jorge Solla,PT,BA,0,-0.691,123383.42970401692,4,183,115.60136776565581,3786,1578,1010,1198,4812195,1271.0499207606972,17,13,3,0
gleisi.hoffmann,Gleisi Hoffmann,PT,PR,0,-0.691,1535279.5505990887,4,138,114.92749086569599,17777,9813,6071,1893,120688045,6788.999549980312,87,58,5,0
deputadaaliceportugal,Alice Portugal,PCDOB,BA,0,-0.822,96387.73217223029,4,155,108.69105637716106,10335,6811,3194,330,2327396,225.19554910498306,44,33,2,0
rubensotoni,Rubens Otoni,PT,GO,0,-0.691,196541.5179801071,4,167,108.04787894430383,3921,2526,1264,131,655871,167.27135934710532,36,12,0,0
IvanValentePSOL,Ivan Valente,PSOL,SP,0,-0.874,545830.8185630416,4,143,107.54924760550281,10731,7286,2205,1240,22605395,2106.550647656323,84,68,4,0
davidmirandario12,David Miranda,PDT,RJ,0,-0.356,436427.24745713454,4,150,105.09279265245127,6884,3632,866,2386,31180393,4529.400493898896,40,30,3,0
reginaldolopesmg,Reginaldo Lopes,PT,MG,0,-0.691,133068.3939830661,4,138,103.76332209228676,5551,2624,2335,592,3232098,582.255089173122,22,12,1,0
niltotattosp,Nilto Tatto,PT,SP,0,-0.691,114199.7987974613,4,159,103.45316824091276,8981,5635,2137,1209,1028427,114.51141298296403,22,15,0,0
deputadomarcon,Deputado Marcon,PT,RS,0,-0.691,82240.87679843554,4,102,103.17786126255007,7160,4249,1999,912,3266341,456.19287709497206,22,10,1,0
afonsoflorence13,Afonso Florence,PT,BA,0,-0.691,57852.08516129032,4,99,102.30387392302354,3875,2628,1023,224,526617,135.9011612903226,10,6,0,0
deputadohenriquefontana,Henrique Fontana,PT,RS,0,-0.691,209091.59722222222,4,130,99.70191157553116,8136,2991,3075,2070,18533616,2277.976401179941,74,50,3,0
airtonfaleiropt,Airton Faleiro,PT,PA,0,-0.691,13885.849015317286,4,112,96.00562542216785,5484,2672,2162,650,888201,161.96225382932167,22,14,2,0
AlencarBraga13,Alencar Santana,PT,SP,0,-0.691,155667.02861480962,4,158,95.48408426953901,8562,3968,4367,227,9165082,1070.4370474188274,46,26,0,0
pauloguedesmg,Deputado Paulo Guedes,PT,MG,0,-0.691,65018.696202531646,4,173,95.39945684852565,2370,1030,1285,55,1019251,430.0637130801688,9,2,0,0
fernandapsol,Fernanda Melchionna,PSOL,RS,0,-0.874,178533.19606588836,4,123,95.2768158497896,12506,6694,3071,2741,17556813,1403.8711818327204,85,65,0,0
PedroUczai,Pedro Uczai,PT,SC,0,-0.691,125708.73963535014,4,97,93.92832324140383,8611,3984,3691,936,5084113,590.420740912786,31,19,4,0
DeputadoBetoFaro,Beto Faro,PT,PA,0,-0.691,16251.430776652194,4,91,92.24413687027678,4146,1843,1820,483,3452076,832.6280752532562,8,1,0,0
deputadowaldenorpereira,Waldenor Pereira,PT,BA,0,-0.691,38804.76090271424,4,111,91.34120737968557,3280,2188,847,245,420487,128.19725609756097,11,7,0,0
glauber.braga1,Glauber Braga,PSOL,RJ,0,-0.874,382413.9622437972,4,95,88.85088407731769,4636,2474,1544,618,16007471,3452.8625970664366,8,5,0,0
freixo.marcelo,Marcelo Freixo,PSB,RJ,0,-0.427,989650.2089597725,4,142,88.27164338669124,9845,5344,3025,1476,50587934,5138.439207719654,79,50,5,0
bohngass13,Elvino Bohn Gass,PT,RS,0,-0.691,279587.43635170604,4,103,86.43567460420239,7620,4451,2416,753,9805375,1286.7946194225722,41,23,1,0
jfmargarida,Margarida Salomão,PT,MG,0,-0.691,179499.6111757858,4,90,86.4305777247701,6013,2585,1726,1702,4902081,815.2471312156994,6,2,0,0
depleomonteiro,Leonardo Monteiro,PT,MG,0,-0.691,60689.23725705904,4,107,85.43218475730578,2727,1467,1090,170,527634,193.4851485148515,14,3,0,0
samia.bomfim.psol,Sâmia Bomfim,PSOL,SP,0,-0.874,561790.3577194753,4,106,84.77298196865745,9912,4905,2348,2659,37938548,3827.5371267150927,28,20,3,0
josiasgomespt,Josias Gomes,PT,BA,0,-0.691,16148.627237627237,4,197,82.19019197255169,5698,4714,965,19,67121,11.77974727974728,12,9,3,0
depchinaglia,Arlindo Chinaglia,PT,SP,0,-0.691,163408.5397381045,4,97,80.34559068069211,7713,3912,1079,2722,2284111,296.137819266174,77,62,10,0
orlandosilvasp,Orlando Silva,PCDOB,SP,0,-0.822,135670.51225101357,4,142,79.80534537733692,5674,3094,1275,1305,1436608,253.19139936552696,46,30,3,0
blogdabenedita,Benedita da Silva,PT,RJ,0,-0.691,141141.57133806386,4,142,78.93052604931763,7892,4687,2577,628,5946177,753.4436137861126,34,15,3,0
MolonRJ,Alessandro Molon,PSB,RJ,0,-0.427,368652.2708816705,4,137,77.48491362121592,5172,2008,1115,2049,14079834,2722.3190255220416,41,30,0,0
renildovcalheiros,Renildo Calheiros,PCDOB,PE,0,-0.822,21532.722352941175,4,179,76.98838972855083,1700,1027,596,77,131221,77.18882352941176,13,8,0,0
Joseairtoncirilo,José Airton Cirilo,PT,CE,0,-0.691,32748.508083140878,4,115,75.68123862389395,3897,3149,702,46,295154,75.73877341544778,14,5,0,0
rfalcao13,Rui Falcão,PT,SP,0,-0.691,197799.598937583,4,84,75.2183937044004,3765,1935,1216,614,4674735,1241.6294820717133,19,14,2,0
assiscarvalho.pt,Assis Carvalho,PT,PI,0,-0.691,90779.31317204301,4,107,74.99392773331819,2976,1824,829,323,471153,158.31754032258064,1,0,0,0
chicodangelo,Chico D'Angelo,PDT,RJ,0,-0.356,59394.2729567687,4,129,73.4632693530196,3169,1713,807,649,620031,195.6550962448722,12,6,0,0
nataliabonavides,Natália Bonavides,PT,RN,0,-0.691,60824.17481789802,4,81,68.25238543017781,6727,4545,1393,789,2746480,408.2770923145533,18,11,0,0
LidicedaMata,Lídice da Mata,PSB,BA,0,-0.427,92967.36889433886,4,91,68.10905955669956,4893,3453,863,577,677686,138.50112405477213,28,9,0,0
padilhando,Alexandre Padilha,PT,SP,0,-0.691,162776.3338150289,4,98,63.682122140783356,4844,1957,1631,1256,3273407,675.7652766308836,11,7,1,0
depzeneto,Zé Neto,PT,BA,0,-0.691,47432.66603572696,4,159,58.88702841563181,8453,5641,2731,81,1429981,169.1684609014551,9,4,1,0
odaircunhamg,Odair Cunha,PT,MG,0,-0.691,71825.77852348993,4,78,57.953762484268175,3725,2370,866,489,1290230,346.3704697986577,10,5,1,0
dep.zarattini,Carlos Zarattini,PT,SP,0,-0.691,416506.3076648417,4,83,54.525429303781195,8402,3606,4202,594,15008843,1786.3417043561058,39,31,1,0
helder.salomao.1350,Helder Salomão,PT,ES,0,-0.691,53997.925112435936,4,79,54.34556083664688,9562,6372,2156,1034,5021324,525.1332357247438,27,16,2,0
DepZeCarlosPT,Deputado Zé Carlos,PT,MA,0,-0.691,16128.505797901711,4,82,53.62638957308726,1811,1404,375,32,70040,38.67476532302595,2,1,0,0
patrusananias13,Patrus Ananias,PT,MG,0,-0.691,80875.12068965517,4,86,53.26634741735416,4002,1642,709,1651,989358,247.21589205397302,9,5,0,0
luizaerundina,Luiza Erundina,PSOL,SP,0,-0.874,392876.47575888364,4,62,48.53075034421492,6951,3515,1379,2057,9327258,1341.8584376348726,30,21,0,0
depdanielalmeida,Daniel Almeida,PCDOB,BA,0,-0.822,60759.688517831375,4,72,47.689213927960054,4852,3317,1229,306,581987,119.94785655399835,22,6,0,0
DeputadoFederalVicentinho,Deputado Federal Vicentinho,PT,SP,0,-0.691,192770.84769995857,4,63,45.475127739974056,4826,2528,1665,633,1351301,280.0043514297555,21,15,0,0
marciojerry,Márcio Jerry,PCDOB,MA,0,-0.822,28001.769696029776,4,67,41.88572587179071,6448,3627,1028,1793,600222,93.08653846153847,15,4,0,0
camilocapiberibe,Camilo Capiberibe,PSB,AM,0,-0.427,37165.01329964091,4,84,41.59363181127699,7520,3620,2468,1432,934074,124.21196808510638,41,21,2,0
pimenta13br,Paulo Pimenta,PT,RS,0,-0.691,518842.09168413695,4,58,40.81879157855684,14310,5274,6983,2053,44079300,3080.314465408805,88,57,4,0
danilocabralpe,Danilo Cabral,PSB,PE,0,-0.427,64581.578851412945,4,123,39.56302338923591,3291,2137,886,268,779305,236.7988453357642,8,4,0,0
perpetuaalmeida.acre,Perpétua Almeida,PCDOB,AC,0,-0.822,66792.03821399838,4,130,39.138321425039535,2486,1517,917,52,465358,187.19147224456958,18,7,0,0
arraes,Marília Arraes,SOLIDARIEDADE,PE,0,0.19,150584.27272727274,4,81,38.147857789156674,3982,2441,1200,341,5171605,1298.7456052235057,13,7,0,0
deputadojoaodaniel,Deputado João Daniel,PT,SE,0,-0.691,15860.63582384958,4,71,38.027882606704864,6063,3467,1882,714,287387,47.40013194788059,14,8,0,0
deputadofederalzecadirceu,Zeca Dirceu,PT,PR,0,-0.691,145004.66631799162,4,69,37.75230554098349,7649,4032,2858,759,7347451,960.5766766897634,33,10,0,0
luiziannelinsPT,Luizianne Lins,PT,CE,0,-0.691,122259.35700680272,4,58,34.31514832874422,3675,2470,984,221,2065017,561.909387755102,12,5,0,0
taliriapetronepsol,Talíria Petrone,PSOL,RJ,0,-0.874,124013.2845484222,4,57,30.695398779787254,5514,3106,1632,776,2039175,369.8177366702938,38,25,1,0
freianastaciopt,Frei Anastacio Ribeiro,PT,PB,0,-0.691,15752.649501941583,4,63,29.805569130261638,5923,2565,2008,1350,171593,28.970622995103835,15,6,1,0
nelsonpelegrino,Nelson Pelegrino,PT,BA,0,-0.691,123885.67846221058,4,48,29.78085177739636,2289,1262,590,437,708233,309.40716470074267,0,0,0,0
paulaodopt,Paulão,PT,AL,0,-0.691,26700.736496007514,4,54,27.841994504161843,4258,2933,1177,148,310682,72.96430248943166,14,10,0,0
CelioMouraTO,Célio Moura,PT,TO,0,-0.691,12958.7852398524,4,47,21.762715824117144,4231,2715,1305,211,1972265,466.14630111084847,9,3,1,0
ProfessoraRosaNeide,Professora Rosa Neide,PT,MT,0,-0.691,41019.45637583893,4,52,20.93092313080833,8046,4434,2343,1269,4230912,525.8404175988069,31,16,0,0
aureacarolina,Áurea Carolina,PSOL,MG,0,-0.874,93111.30301427816,4,45,19.38610495521962,3782,1627,635,1520,1023641,270.66129032258067,14,7,1,0
calero.rio,Marcelo Calero,PSD,RJ,0,0.296,66702.11637931035,4,40,17.77726290993441,1392,515,619,258,542675,389.8527298850575,8,4,0,0
pompeodemattospdt,Pompeo de Mattos,PDT,RS,1,-0.356,285020.99959407345,4,45,17.122424554143695,4927,2011,2224,692,3960767,803.8901968743658,20,13,0,1
padrejoao,Padre João,PT,SP,0,-0.691,130894.61265373399,4,39,14.764401136859803,7887,4589,3108,190,6013503,762.457588436668,35,17,1,0
deputadovander,Vander Loubet,PT,MS,0,-0.691,21337.23798627002,4,39,13.009095367649998,3496,2468,609,419,298258,85.31407322654462,11,1,0,0
pauloramosrio,Deputado Paulo Ramos,PDT,RJ,0,-0.356,68335.78432893717,4,41,11.59013237719661,2580,1416,1051,113,166449,64.51511627906977,14,8,0,0
depvalmir,Valmir Assunção Lula da Silva,PT,BA,0,-0.691,50853.22929405225,4,24,9.185340389057991,3599,2194,1283,122,420469,116.82939705473743,8,3,0,0
kimkataguiri,Kim Kataguiri,DEM,SP,0,0.431,1699646.3181371344,4,38,6.7806917386279215,16280,8780,3126,4374,86104503,5288.974385749386,37,23,2,0
enioverri,Enio Verri,PT,PR,0,-0.691,1166002.4956038871,4,29,5.871479311315831,2171,875,774,522,3235391,1490.2768309534777,6,2,0,0
luiz.caetanoBA,Luiz Caetano,PT,BA,0,-0.691,58673.474178403754,4,10,4.606740392324791,1704,1182,513,9,435124,255.3544600938967,1,0,0,0
ZeRicardoAM,José Ricardo,PT,AM,0,-0.691,45662.594998831504,4,9,2.721542609016603,4279,1885,1906,488,968836,226.4164524421594,5,2,0,0
jean.wyllys,Jean Wyllys,PSOL,BA,0,-0.874,1207429.9492574257,4,9,2.4087142641004284,810,621,92,97,2609512,3221.6197530864197,0,0,0,0
Dep.Joeniawapichana,Joenia Wapichana,REDE,RR,0,-0.555,23428.672265904217,4,3,1.1684352415191923,2798,1656,884,258,684732,244.72194424588992,5,1,0,0
pastorisidoriofilho,Pastor Isidório Filho,AVANTE,BA,0,0.455,74104.87318361955,4,3,0.7826875944169552,1515,1083,228,204,248706,164.16237623762376,1,0,0,0
rodrigocastroMG,Deputado Federal Rodrigo de Castro,PSDB,MG,0,0.157,84801.73672055427,4,1,0.4419660582954346,866,402,423,41,104986,121.2309468822171,0,0,0,0
felixjunior1234,Félix Mendonça Júnior,PDT,BA,0,-0.356,27022.23283082077,4,1,0.17381762805516174,597,472,115,10,31632,52.984924623115575,0,0,0,0
deputadomarioheringer,Dr. Mário Heringer,PDT,MG,0,-0.356,51566.00965517241,4,1,0.16691203685890255,2175,1494,644,37,448543,206.22666666666666,0,0,0,0
alielmachado,Aliel Machado,PV,PR,0,-0.069,75936.53293413174,5,0,0,1503,1009,437,57,708199,471.1902860944777,7,1,0,0
amaronetotv,Amaro Neto,REPUBLICANOS,ES,1,0.55,158935.7523364486,6,0,0,214,192,22,0,180905,845.3504672897196,0,0,0,0
antoniobritobahia,Antonio Brito,PSD,BA,0,0.296,13602.886917960088,7,0,0,902,823,79,0,54036,59.90687361419069,0,0,0,0
AureoRibeiroRJ,Aureo Ribeiro,SOLIDARIEDADE,RJ,0,0.19,88059.5025083612,8,0,0,1197,647,430,120,606672,506.82706766917295,0,0,0,0
nerigelleroficial,Neri Geller,PP,MT,1,0.51,15516.522482014389,9,10,2.3681945806498144,1112,561,513,38,64403,57.91636690647482,2,0,0,0
fabioschiochetoficial,Fabio Schiochet,PSL,SC,1,0.803,24008.630630630632,9,5,2.155182546798053,555,354,190,11,172976,311.66846846846846,2,2,0,0
juarezcostamt,Juarez Costa,MDB,MT,1,0.137,12926.43850931677,9,6,1.5375601414927378,1610,1045,524,41,195948,121.70683229813665,4,1,0,0
CarlosChiodini,Carlos Chiodini,MDB,SC,1,0.137,35823.72163120568,9,2,1.3730007311561765,1692,1406,267,19,539718,318.9822695035461,2,1,0,0
BetoPereiraMS,Beto Pereira,PSDB,MS,0,0.157,19649.675039246467,9,7,1.3273865722428562,637,428,145,64,113884,178.7817896389325,1,0,0,0
carlosbezerraoficial,Carlos Bezerra,MDB,MT,0,0.137,12904.717803030304,9,5,1.1534299026289832,528,464,55,9,29632,56.121212121212125,2,0,0,0
Bivaroficial,Luciano Bivar,PSL,PE,0,0.803,19428.237068965518,10,0,0,232,137,95,0,25035,107.90948275862068,1,0,0,0
BoscoSaraivaAM,Bosco Saraiva,SOLIDARIEDADE,AM,0,0.19,29043.977194492254,11,0,0,2324,965,1293,66,208953,89.91092943201377,1,0,0,0
CarmenZanottoSC,Carmen Zanotto,CIDADANIA,SC,1,-0.014,39361.98829372118,12,0,0,2819,1880,775,164,820524,291.069173465768,3,0,0,0
terezacristinams,Tereza Cristina,DEM,MS,0,0.431,66727.98217726397,13,32,11.336977046359342,2083,1061,957,65,1890153,907.4186269803168,2,0,0,0
sergiosouzaPR,Sérgio Souza,MDB,PR,1,0.137,51632.38963901901,13,11,4.684028403469217,3629,2676,749,204,448826,123.67759713419674,2,1,0,0
zevitorMG,Zé Vitor,PL,MG,1,0.493,36647.18172268908,13,10,4.60679014816692,952,674,223,55,149804,157.35714285714286,0,0,0,0
zemariogo,Zé Mário,MDB,GO,1,0.137,29064.138824618232,13,10,4.5149058826502095,2161,1620,513,28,165421,76.54835724201759,1,1,0,0
depalceumoreira,Alceu Moreira,MDB,RS,1,0.137,56113.854257425744,13,17,4.4018991688694005,2525,1189,557,779,850214,336.71841584158415,8,7,1,0
cleberverde.1010,Cleber Verde,REPUBLICANOS,MA,1,0.55,0,13,14,2.9789057801922136,673,78,17,578,5649,8.393759286775632,3,1,0,0
deputadoarnaldojardim,Deputado Arnaldo Jardim,CIDADANIA,SP,0,-0.014,122784.16670289068,13,6,2.6472383944995266,4724,3082,820,822,240768,50.96697713801863,5,0,0,0
DeputadoPedroLupion,Pedro Lupion,PP,PR,1,0.51,40357.108116677235,13,8,2.6142080871690196,3154,2149,790,215,294644,93.41915028535193,12,11,0,1
christino.aureo,Christino Áureo,PP,RJ,0,0.51,40723.52742616034,13,4,1.4373451005602886,3081,2101,785,195,259376,84.18565400843882,5,0,0,0
domingossaviomg,Domingos Sávio,PL,MG,1,0.493,82412.30952380953,13,3,0.9851936585207166,1262,678,314,270,118342,93.77337559429478,1,1,0,0
dep.cleberverde,Cleber Verde,REPUBLICANOS,MA,0,0.55,18427.10788381743,13,1,0.43060625775396805,241,196,44,1,4053,16.817427385892117,0,0,0,0
GiovaniFeltes1,Giovani Feltes,MDB,RS,1,0.137,34972.61978361669,13,2,0.3557304249017713,647,483,117,47,96673,149.41731066460588,2,1,0,0
covatti.filho,Covatti Filho,PP,RS,0,0.51,47156.06211869107,14,0,0,1803,1338,317,148,593045,328.92124237382143,4,3,0,0
danieltrzeciak45,Daniel Trzeciak,PSDB,RS,1,0.157,40911.59986413043,15,0,0,1472,914,458,100,633071,430.0754076086956,2,1,0,0
dep.eduardocosta,Eduardo Costa,PODEMOS,PA,1,NA,34911.04218362283,16,1,0.16698952264684766,2418,1633,716,69,505234,208.94706368899918,3,0,0,0
deputadonivaldoalbuquerque,Deputado Nivaldo Albuquerque,REPUBLICANOS,AL,1,0.55,8431.076923076924,16,1,0.16698952264684766,104,90,10,4,14738,141.71153846153845,0,0,0,0
depbilacpinto,Deputado Federal Bilac Pinto,DEM,MG,0,0.431,37753.16317016317,17,0,0,429,205,24,200,26359,61.442890442890445,0,0,0,0
deproberiomonteiro,Deputado Robério Monteiro,PTB,CE,0,0.455,13474.586608442503,18,0,0,1374,1318,50,6,84997,61.86098981077147,1,0,0,0
DeputadaNormaAyub,Norma Ayub,PP,ES,1,0.51,24246.74835598422,19,0,0,2281,1809,426,46,681868,298.93380096448925,2,2,0,0
deputado.atilalins,Deputado Átila Lins,PSD,AM,1,0.296,20406.150492264416,20,0,0,711,670,37,4,177357,249.44725738396625,0,0,0,0
deputadoatilalira,Átila Lira,PP,PI,0,0.51,29197.173382173383,21,0,0,819,768,51,0,35224,43.00854700854701,0,0,0,0
PauloFoletto,Paulo Foletto,PSB,ES,0,-0.427,40291.74526515151,22,2,1.4214922343215664,1056,738,302,16,114860,108.76893939393939,0,0,0,0
deputadodavitoria,Da Vitoria,PP,ES,1,0.51,24858.634146341465,22,1,0.951576402251515,2378,1757,448,173,184660,77.65349032800673,2,0,0,0
DeputadoFederalAbouAnni,Abou Anni,PSL,SP,1,0.803,125589.54125412542,23,0,0,303,236,63,4,115431,380.96039603960395,0,0,0,0
deputadofederalacaciofavacho,Acácio Favacho,MDB,AM,0,0.137,4448.9114173228345,24,1,0.1993226598369716,536,426,83,27,59783,111.53544776119404,0,0,0,0
DeputadoToninho,Deputado Toninho Wandscheer,PP,PR,1,0.51,43042.13778409091,24,1,0.1993226598369716,4224,3232,654,338,324519,76.82741477272727,12,2,0,0
deputadofederalsergiobrito,Deputado Sérgio Brito,PSD,BA,0,0.296,18491.84294871795,25,0,0,624,454,170,0,27011,43.28685897435897,0,0,0,0
DeputadoGeneciasNoronha,Deputado Federal Genecias Noronha,PL,CE,0,0.493,46334.20045045045,26,0,0,444,295,146,3,333115,750.259009009009,0,0,0,0
deputadoigorkannario,Deputado federal Igor Kannário,DEM,BA,1,0.431,23601.66208791209,27,0,0,728,597,116,15,93840,128.9010989010989,1,0,0,0
deputadojosenunes,José Nunes,PSD,BA,0,0.296,39333.95252837977,28,0,0,969,827,141,1,103572,106.88544891640866,0,0,0,0
deputadoricardoizar,Deputado Federal Ricardo Izar,REPUBLICANOS,SP,1,0.55,158357.54358974358,29,0,0,1365,700,522,143,603673,442.25128205128203,0,0,0,0
deputadoricardoteobaldo,Ricardo Teobaldo,PODEMOS,PE,1,NA,20332.782515991472,30,0,0,938,890,36,12,105222,112.17697228144989,2,0,0,0
depwagnermontes,Wagner Montes,PRB,RJ,0,NA,67882.11111111111,31,0,0,9,8,1,0,4352,483.55555555555554,0,0,0,0
ednahenriqueoficial,Edna Henrique,REPUBLICANOS,PB,1,0.55,8663.147379912663,32,0,0,916,763,133,20,101476,110.78165938864629,2,2,0,0
EuclydesPettersenOficial,Euclydes Pettersen,PSC,MG,1,0.596,40372.848575712145,33,0,0,667,508,159,0,75070,112.5487256371814,4,2,0,0
faustopinato,Fausto Pinato,PP,SP,0,0.51,135600.46348856433,34,0,0,3629,2525,865,239,553895,152.63020115734363,4,1,0,0
franciscojrgo,Francisco Jr,PSD,GO,1,0.296,35876.957436399214,35,0,0,2044,1290,607,147,176861,86.52690802348337,2,1,0,0
francocartafina11,Franco Cartafina,PP,MG,1,0.51,48965.33094812165,36,0,0,1118,802,245,71,196821,176.0474060822898,1,0,0,0
GelsonAzevedoRJ,Gelson Azevedo,PL,RJ,0,0.493,44603.81921304502,37,0,0,2821,2547,240,34,957938,339.57390996100673,2,1,0,0
geninhozuliani,Geninho Zuliani,DEM,SP,0,0.431,114558.68447981808,38,0,0,3222,2241,778,203,206881,64.2088764742396,5,0,0,0
gildemarmatoscoach,Gildemar Matos Coach,NotAvailable,NotAvailable,0,NA,0,39,0,0,8,8,0,0,78,9.75,0,0,0,0
hugomottapb,Hugo Motta,REPUBLICANOS,PB,0,0.55,46136.340770791074,40,0,0,1479,1251,217,11,182282,123.24678837052062,0,0,0,0
institutoluizflaviogomes,Luiz Flávio Gomes,PSB,SP,0,-0.427,396719.34430727025,41,0,0,729,349,276,104,966936,1326.3868312757202,0,0,0,0
joaoromaneto,João Roma,REPUBLICANOS,BA,0,0.55,39255.95041705282,42,0,0,2158,1271,479,408,1136551,526.6686746987951,0,0,0,0
Juniorlourencobonfim,Junior Lourenço,PL,MA,0,0.493,2029.4716981132076,43,0,0,61,52,8,1,3259,53.42622950819672,0,0,0,0
LeandreOficial,Leandre Dal Ponte,PSD,PR,1,0.296,40490.56893325016,44,0,0,1603,945,333,325,148717,92.77417342482845,1,0,0,0
LizianeBayer,Liziane Bayer,REPUBLICANOS,RS,1,0.55,45246.88867235079,45,0,0,4105,3467,365,273,485719,118.3237515225335,8,1,0,0
luistibeoficial,Luis Tibé,AVANTE,MG,0,0.455,44845.71120689655,46,0,0,696,503,189,4,123705,177.73706896551724,5,1,0,0
marabocaabertaparana,Boca Aberta,PROS,PR,1,0.19,438118.80124575313,47,0,0,1766,649,999,118,11127588,6301.012457531144,2,2,1,0
MarlonSantosPolitico,Marlon Santos,PL,RS,1,0.493,199208.82375478928,48,0,0,522,219,262,41,2790539,5345.860153256705,0,0,0,0
MauricioBacelarOficial,Maurício Bacelar,PV,BA,0,-0.069,15970.392761394101,49,0,0,746,634,78,34,28855,38.679624664879356,0,0,0,0
miguellombardi.deputadofederal,Miguel Lombardi,PL,SP,1,0.493,115025.73459958933,50,0,0,1948,1236,602,110,241017,123.72535934291581,2,0,0,0
onyx.lorenzoni,Onyx Lorenzoni,DEM,RS,0,0.431,362439.1286549708,51,0,0,684,282,381,21,4388088,6415.333333333333,0,0,0,0
pastorabiliosantana,Abílio Santana,PSC,BA,0,0.596,103656.6,52,0,0,11,5,5,1,1817,165.1818181818182,0,0,0,0
pedrolucasfernandesdeputadofederal,Pedro Lucas Fernandes,PTB,MA,0,0.455,30422.006451612902,53,0,0,620,511,103,6,49983,80.61774193548388,0,0,0,0
tiririca,Tiririca,PL,SP,0,0.493,2617348.7621359224,54,0,0,1442,121,1320,1,37714096,26154.019417475727,0,0,0,0
vitorlippi,Vitor Lippi,PSDB,SP,0,0.157,136177.3125191307,55,0,0,3267,1937,1255,75,725472,222.06060606060606,4,1,0,0
